377
12
|
Class1|Class2|Class3|Class4|Class5|Class6|Class7|Class8|Class9|Class10|Class11|Class12|Class|Orig_Format|Duplicate_Format|Duplicate|RGB/BW|FileName|Orig_ImgFileName|Tensmeyer_Nb
0.12|0.14|0.0|0.01|0.0|0.03|0.24|0.06|0.01|0.05|0.34|0.01|NA|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/FRAD021_15_H_66_0012_jpg.bmp|FRAD021_15_H_66_0012.jpg|20
0.08|0.29|0.01|0.01|0.02|0.01|0.23|0.04|0.05|0.05|0.19|0.03|NA|TIF|NA|NO|RGB|../../Fontenay_WriterID_small/FRAD021_15_H_66_0014_tif.bmp|FRAD021_15_H_66_0014.tif|66
0.21|0.08|0.0|0.0|0.0|0.01|0.25|0.04|0.01|0.03|0.34|0.03|NA|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/FRAD021_15_H_67_0002_jpg.bmp|FRAD021_15_H_67_0002.jpg|372
0.09|0.07|0.0|0.02|0.01|0.05|0.27|0.08|0.05|0.23|0.11|0.03|NA|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/FRAD021_15_H_72_0002_jpg.bmp|FRAD021_15_H_72_0002.jpg|64
0.18|0.05|0.0|0.02|0.01|0.13|0.23|0.06|0.03|0.13|0.11|0.02|NA|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/FRAD021_15_H_72_0004_jpg.bmp|FRAD021_15_H_72_0004.jpg|258
0.09|0.09|0.01|0.02|0.0|0.16|0.19|0.07|0.05|0.13|0.15|0.04|NA|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/FRAD021_15_H_72_0006_jpg.bmp|FRAD021_15_H_72_0006.jpg|296
0.0|0.79|0.0|0.0|0.0|0.01|0.04|0.09|0.0|0.0|0.06|0.0|NA|TIF|NA|NO|RGB|../../Fontenay_WriterID_small/FRAD021_15_H_74_0001_tif.bmp|FRAD021_15_H_74_0001.tif|61
0.15|0.06|0.01|0.01|0.02|0.03|0.21|0.11|0.05|0.17|0.16|0.03|NA|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/FRAD021_15_H_75_0018_jpg.bmp|FRAD021_15_H_75_0018.jpg|177
0.41|0.03|0.01|0.01|0.01|0.01|0.25|0.01|0.02|0.08|0.15|0.02|NA|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/FRAD021_15_H_75_0020_jpg.bmp|FRAD021_15_H_75_0020.jpg|88
0.41|0.01|0.01|0.01|0.0|0.01|0.28|0.01|0.02|0.08|0.14|0.02|NA|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/FRAD021_15_H_75_0021_jpg.bmp|FRAD021_15_H_75_0021.jpg|29
0.0|0.42|0.0|0.0|0.0|0.01|0.01|0.0|0.0|0.0|0.56|0.0|NA|TIF|NA|NO|RGB|../../Fontenay_WriterID_small/FRAD021_15_H_77_0003_tif.bmp|FRAD021_15_H_77_0003.tif|55
0.0|0.35|0.0|0.0|0.0|0.0|0.01|0.0|0.0|0.0|0.63|0.0|NA|TIF|NA|NO|RGB|../../Fontenay_WriterID_small/FRAD021_15_H_77_0005_tif.bmp|FRAD021_15_H_77_0005.tif|303
0.01|0.62|0.0|0.01|0.0|0.02|0.06|0.14|0.01|0.01|0.11|0.0|NA|TIF|NA|NO|RGB|../../Fontenay_WriterID_small/FRAD021_15_H_77_0007_tif.bmp|FRAD021_15_H_77_0007.tif|285
0.01|0.65|0.0|0.0|0.0|0.01|0.05|0.12|0.02|0.01|0.13|0.0|NA|TIF|NA|NO|RGB|../../Fontenay_WriterID_small/FRAD021_15_H_77_0009_tif.bmp|FRAD021_15_H_77_0009.tif|366
0.01|0.42|0.0|0.0|0.0|0.01|0.06|0.06|0.01|0.01|0.41|0.0|NA|TIF|NA|NO|RGB|../../Fontenay_WriterID_small/FRAD021_15_H_82_0002_tif.bmp|FRAD021_15_H_82_0002.tif|205
0.02|0.5|0.0|0.0|0.01|0.01|0.1|0.06|0.01|0.0|0.28|0.0|NA|TIF|NA|NO|RGB|../../Fontenay_WriterID_small/FRAD021_15_H_85_0002_tif.bmp|FRAD021_15_H_85_0002.tif|44
0.02|0.34|0.0|0.01|0.01|0.02|0.16|0.1|0.02|0.02|0.29|0.01|NA|TIF|NA|NO|RGB|../../Fontenay_WriterID_small/FRAD021_15_H_9_0001_tif.bmp|FRAD021_15_H_9_0001.tif|153
0.0|0.7|0.0|0.0|0.01|0.05|0.2|0.01|0.0|0.0|0.03|0.0|LAT3244|JPG|NA|NO|Grey|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b10032321p-f10-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b10032321p-f10-full-full-0-native.jpg|187
0.0|0.71|0.0|0.0|0.0|0.05|0.2|0.01|0.0|0.0|0.02|0.0|LAT3244|JPG|NA|NO|Grey|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b10032321p-f11-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b10032321p-f11-full-full-0-native.jpg|226
0.0|0.76|0.0|0.0|0.0|0.06|0.16|0.01|0.0|0.0|0.01|0.0|LAT3244|JPG|NA|NO|Grey|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b10032321p-f12-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b10032321p-f12-full-full-0-native.jpg|254
0.0|0.76|0.0|0.0|0.0|0.06|0.14|0.02|0.0|0.0|0.02|0.0|LAT3244|JPG|NA|NO|Grey|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b10032321p-f13-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b10032321p-f13-full-full-0-native.jpg|23
0.0|0.71|0.0|0.0|0.0|0.05|0.2|0.01|0.0|0.0|0.02|0.0|LAT3244|JPG|NA|NO|Grey|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b10032321p-f14-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b10032321p-f14-full-full-0-native.jpg|263
0.0|0.56|0.0|0.0|0.0|0.02|0.31|0.03|0.0|0.0|0.06|0.0|LAT7617|JPG|NA|NO|Grey|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b10032611d-f10-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b10032611d-f10-full-full-0-native.jpg|223
0.01|0.48|0.0|0.0|0.0|0.03|0.31|0.01|0.01|0.0|0.14|0.0|LAT7617|JPG|NA|NO|Grey|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b10032611d-f11-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b10032611d-f11-full-full-0-native.jpg|84
0.01|0.49|0.0|0.0|0.0|0.05|0.28|0.02|0.01|0.0|0.14|0.0|LAT7617|JPG|NA|NO|Grey|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b10032611d-f12-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b10032611d-f12-full-full-0-native.jpg|215
0.01|0.49|0.0|0.0|0.0|0.04|0.28|0.01|0.01|0.0|0.15|0.0|LAT7617|JPG|NA|NO|Grey|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b10032611d-f13-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b10032611d-f13-full-full-0-native.jpg|341
0.01|0.5|0.0|0.0|0.0|0.05|0.26|0.01|0.01|0.0|0.13|0.0|LAT7617|JPG|NA|NO|Grey|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b10032611d-f14-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b10032611d-f14-full-full-0-native.jpg|195
0.01|0.26|0.02|0.0|0.01|0.02|0.29|0.01|0.03|0.01|0.33|0.0|LAT5296C|JPG|NA|NO|Grey|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b10032715k-f286-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b10032715k-f286-full-full-0-native.jpg|217
0.01|0.39|0.01|0.0|0.0|0.01|0.22|0.0|0.04|0.0|0.32|0.0|LAT5296C|JPG|NA|NO|Grey|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b10032715k-f287-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b10032715k-f287-full-full-0-native.jpg|371
0.02|0.33|0.01|0.0|0.0|0.02|0.26|0.01|0.03|0.01|0.31|0.0|LAT5296C|JPG|NA|NO|Grey|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b10032715k-f288-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b10032715k-f288-full-full-0-native.jpg|77
0.0|0.26|0.02|0.0|0.0|0.03|0.25|0.0|0.02|0.0|0.41|0.0|LAT5296C|JPG|NA|NO|Grey|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b10032715k-f289-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b10032715k-f289-full-full-0-native.jpg|240
0.02|0.35|0.02|0.0|0.0|0.03|0.24|0.01|0.04|0.01|0.28|0.0|LAT5296C|JPG|NA|NO|Grey|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b10032715k-f290-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b10032715k-f290-full-full-0-native.jpg|8
0.0|0.93|0.0|0.0|0.0|0.04|0.01|0.01|0.0|0.0|0.01|0.0|LAT2649|JPG|NA|NO|Grey|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b100332814-f10-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b100332814-f10-full-full-0-native.jpg|273
0.0|0.92|0.0|0.0|0.0|0.04|0.02|0.0|0.0|0.0|0.01|0.0|LAT2649|JPG|NA|NO|Grey|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b100332814-f11-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b100332814-f11-full-full-0-native.jpg|13
0.0|0.88|0.0|0.0|0.0|0.05|0.04|0.0|0.0|0.0|0.02|0.0|LAT2649|JPG|NA|NO|Grey|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b100332814-f12-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b100332814-f12-full-full-0-native.jpg|312
0.0|0.89|0.0|0.0|0.0|0.03|0.05|0.0|0.0|0.0|0.02|0.0|LAT2649|JPG|NA|NO|Grey|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b100332814-f13-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b100332814-f13-full-full-0-native.jpg|257
0.0|0.88|0.01|0.0|0.0|0.03|0.05|0.0|0.0|0.0|0.02|0.0|LAT2649|JPG|NA|NO|Grey|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b100332814-f14-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b100332814-f14-full-full-0-native.jpg|198
0.0|0.04|0.0|0.0|0.0|0.01|0.27|0.0|0.3|0.0|0.37|0.0|LAT10522|JPG|NA|NO|Grey|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b10036196f-f10-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b10036196f-f10-full-full-0-native.jpg|118
0.0|0.05|0.0|0.0|0.0|0.01|0.29|0.0|0.29|0.0|0.34|0.0|LAT10522|JPG|NA|NO|Grey|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b10036196f-f11-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b10036196f-f11-full-full-0-native.jpg|168
0.0|0.08|0.0|0.0|0.0|0.01|0.29|0.0|0.3|0.0|0.32|0.0|LAT10522|JPG|NA|NO|Grey|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b10036196f-f12-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b10036196f-f12-full-full-0-native.jpg|58
0.0|0.04|0.0|0.0|0.01|0.01|0.39|0.0|0.12|0.0|0.42|0.0|LAT10522|JPG|NA|NO|Grey|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b10036196f-f13-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b10036196f-f13-full-full-0-native.jpg|49
0.0|0.04|0.0|0.0|0.0|0.01|0.36|0.0|0.2|0.0|0.39|0.0|LAT10522|JPG|NA|NO|Grey|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b10036196f-f14-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b10036196f-f14-full-full-0-native.jpg|284
0.0|0.04|0.01|0.0|0.03|0.33|0.05|0.02|0.53|0.0|0.0|0.0|LAT620|JPG|NA|NO|Grey|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b10036602t-f10-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b10036602t-f10-full-full-0-native.jpg|46
0.0|0.02|0.0|0.0|0.02|0.36|0.02|0.01|0.56|0.0|0.0|0.0|LAT620|JPG|NA|NO|Grey|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b10036602t-f11-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b10036602t-f11-full-full-0-native.jpg|125
0.0|0.01|0.01|0.0|0.04|0.34|0.03|0.02|0.55|0.0|0.0|0.0|LAT620|JPG|NA|NO|Grey|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b10036602t-f12-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b10036602t-f12-full-full-0-native.jpg|105
0.0|0.02|0.0|0.0|0.01|0.25|0.01|0.01|0.69|0.0|0.01|0.0|LAT620|JPG|NA|NO|Grey|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b10036602t-f13-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b10036602t-f13-full-full-0-native.jpg|9
0.0|0.02|0.01|0.0|0.04|0.33|0.04|0.03|0.52|0.0|0.01|0.0|LAT620|JPG|NA|NO|Grey|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b10036602t-f14-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b10036602t-f14-full-full-0-native.jpg|72
0.0|0.26|0.01|0.0|0.0|0.19|0.16|0.07|0.05|0.01|0.24|0.0|LAT1650|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b10540984s-f10-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b10540984s-f10-full-full-0-native.jpg|104
0.0|0.45|0.0|0.0|0.0|0.06|0.26|0.03|0.01|0.0|0.18|0.0|LAT1650|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b10540984s-f11-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b10540984s-f11-full-full-0-native.jpg|216
0.0|0.39|0.0|0.0|0.0|0.2|0.14|0.04|0.01|0.01|0.2|0.0|LAT1650|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b10540984s-f12-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b10540984s-f12-full-full-0-native.jpg|330
0.0|0.39|0.01|0.0|0.0|0.14|0.18|0.06|0.02|0.01|0.2|0.0|LAT1650|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b10540984s-f13-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b10540984s-f13-full-full-0-native.jpg|367
0.0|0.36|0.01|0.0|0.0|0.12|0.21|0.03|0.02|0.0|0.24|0.0|LAT1650|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b10540984s-f14-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b10540984s-f14-full-full-0-native.jpg|16
0.0|0.63|0.0|0.0|0.0|0.04|0.26|0.0|0.0|0.0|0.07|0.0|LAT1919|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b105409857-f10-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b105409857-f10-full-full-0-native.jpg|276
0.0|0.4|0.01|0.0|0.0|0.03|0.4|0.01|0.01|0.0|0.15|0.0|LAT1919|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b105409857-f11-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b105409857-f11-full-full-0-native.jpg|100
0.0|0.35|0.01|0.0|0.0|0.03|0.42|0.0|0.0|0.0|0.18|0.0|LAT1919|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b105409857-f12-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b105409857-f12-full-full-0-native.jpg|291
0.0|0.37|0.01|0.0|0.0|0.04|0.36|0.01|0.01|0.0|0.22|0.0|LAT1919|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b105409857-f13-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b105409857-f13-full-full-0-native.jpg|293
0.0|0.46|0.01|0.0|0.0|0.06|0.33|0.01|0.0|0.0|0.13|0.0|LAT1919|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b105409857-f14-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b105409857-f14-full-full-0-native.jpg|75
0.0|0.77|0.0|0.0|0.01|0.1|0.07|0.01|0.01|0.0|0.04|0.0|LAT2255|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b10540988k-f10-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b10540988k-f10-full-full-0-native.jpg|182
0.0|0.65|0.0|0.02|0.02|0.07|0.1|0.01|0.02|0.0|0.1|0.0|LAT2255|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b10540988k-f11-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b10540988k-f11-full-full-0-native.jpg|128
0.0|0.77|0.0|0.0|0.01|0.09|0.04|0.01|0.01|0.0|0.07|0.0|LAT2255|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b10540988k-f12-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b10540988k-f12-full-full-0-native.jpg|353
0.0|0.74|0.0|0.0|0.01|0.13|0.06|0.0|0.03|0.0|0.03|0.0|LAT2255|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b10540988k-f13-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b10540988k-f13-full-full-0-native.jpg|196
0.0|0.69|0.0|0.0|0.01|0.11|0.05|0.01|0.03|0.0|0.1|0.0|LAT2255|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b10540988k-f14-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b10540988k-f14-full-full-0-native.jpg|361
0.0|0.59|0.0|0.0|0.0|0.03|0.32|0.02|0.0|0.0|0.04|0.0|LAT3162|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b10541985k-f10-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b10541985k-f10-full-full-0-native.jpg|368
0.0|0.66|0.0|0.0|0.0|0.03|0.26|0.01|0.0|0.0|0.03|0.0|LAT3162|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b10541985k-f11-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b10541985k-f11-full-full-0-native.jpg|89
0.0|0.66|0.0|0.0|0.0|0.07|0.22|0.02|0.0|0.0|0.03|0.0|LAT3162|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b10541985k-f12-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b10541985k-f12-full-full-0-native.jpg|53
0.0|0.64|0.0|0.0|0.0|0.05|0.25|0.01|0.0|0.0|0.04|0.0|LAT3162|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b10541985k-f13-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b10541985k-f13-full-full-0-native.jpg|92
0.0|0.62|0.0|0.0|0.0|0.05|0.28|0.02|0.0|0.0|0.03|0.0|LAT3162|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b10541985k-f14-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b10541985k-f14-full-full-0-native.jpg|63
0.0|0.58|0.0|0.0|0.0|0.08|0.19|0.05|0.0|0.0|0.09|0.0|LAT2425|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b10542074n-f10-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b10542074n-f10-full-full-0-native.jpg|159
0.0|0.58|0.0|0.0|0.0|0.06|0.21|0.05|0.0|0.0|0.09|0.0|LAT2425|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b10542074n-f11-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b10542074n-f11-full-full-0-native.jpg|117
0.0|0.52|0.0|0.0|0.0|0.19|0.18|0.05|0.0|0.0|0.06|0.0|LAT2425|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b10542074n-f12-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b10542074n-f12-full-full-0-native.jpg|33
0.0|0.48|0.0|0.0|0.0|0.05|0.26|0.06|0.0|0.0|0.13|0.0|LAT2425|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b10542074n-f13-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b10542074n-f13-full-full-0-native.jpg|15
0.01|0.46|0.0|0.0|0.0|0.05|0.27|0.07|0.0|0.0|0.13|0.0|LAT2425|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b10542074n-f14-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b10542074n-f14-full-full-0-native.jpg|275
0.0|0.19|0.01|0.0|0.0|0.14|0.2|0.09|0.01|0.0|0.36|0.0|LAT2427|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b105420753-f10-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b105420753-f10-full-full-0-native.jpg|349
0.0|0.19|0.02|0.0|0.0|0.11|0.26|0.05|0.02|0.0|0.33|0.0|LAT2427|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b105420753-f11-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b105420753-f11-full-full-0-native.jpg|234
0.0|0.22|0.01|0.0|0.0|0.19|0.17|0.07|0.01|0.0|0.32|0.0|LAT2427|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b105420753-f12-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b105420753-f12-full-full-0-native.jpg|101
0.0|0.21|0.01|0.0|0.0|0.16|0.2|0.07|0.01|0.0|0.34|0.0|LAT2427|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b105420753-f13-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b105420753-f13-full-full-0-native.jpg|299
0.0|0.28|0.01|0.0|0.0|0.18|0.13|0.1|0.01|0.0|0.29|0.0|LAT2427|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b105420753-f14-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b105420753-f14-full-full-0-native.jpg|80
0.0|0.7|0.0|0.01|0.0|0.05|0.15|0.03|0.0|0.0|0.05|0.0|LAT1835A|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b105437753-f10-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b105437753-f10-full-full-0-native.jpg|143
0.0|0.74|0.0|0.0|0.0|0.04|0.14|0.04|0.0|0.0|0.04|0.0|LAT1835A|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b105437753-f11-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b105437753-f11-full-full-0-native.jpg|21
0.0|0.82|0.0|0.0|0.0|0.04|0.12|0.01|0.0|0.0|0.01|0.0|LAT1835A|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b105437753-f12-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b105437753-f12-full-full-0-native.jpg|106
0.0|0.82|0.0|0.0|0.0|0.04|0.1|0.02|0.0|0.0|0.02|0.0|LAT1835A|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b105437753-f13-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b105437753-f13-full-full-0-native.jpg|286
0.0|0.78|0.0|0.0|0.0|0.03|0.14|0.02|0.0|0.0|0.02|0.0|LAT1835A|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b105437753-f14-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b105437753-f14-full-full-0-native.jpg|278
